"","longitude","latitude","name","values"
"537",-109.87985,31.41152,"BISBEE 3.1 SE",2
"538",-112.06522,33.29472,"PHOENIX 10.0 S",0
"539",-110.6306,31.66854,"SONOITA 1.7 ESE",2
"540",-110.69885,35.03385,"WINSLOW 1.1 NNW",0
"541",-110.5091,35.55675,"Hopi-Tovar",1
"542",-111.01022,31.85687,"GREEN VALLEY 0.9 WNW",2
"543",-112.11847,33.80376,"CAVE CREEK 9.8 W",0
"544",-111.1179,32.349,"TUCSON 14.6 NW",2
"545",-110.9288,32.2734,"TUCSON 3.7 N",1
"546",-110.25023,31.50958,"SIERRA VISTA 4.0 SE",1
"547",-111.67064,32.74628,"ARIZONA CITY 0.7 S",0
"548",-111.28787,33.29613,"QUEEN VALLEY 0.2 SSW",1
"549",-111.03333,31.8029,"GREEN VALLEY 4.2 SW",1
"550",-112.34946,34.61827,"PRESCOTT VALLEY 2.3 WNW",2
"551",-111.06551,32.36565,"FLOWING WELLS 6.0 NNW",1
